tokenID,name,description,file_name,external_url,attributes[Background],attributes[Base],attributes[Cloth],attributes[Face],attributes[Hair],attributes[Mouth],attributes[Tattoo],attributes[Facemask]
532,ZENK 532,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-532.png,,Sakura pink,Inferno vessel,Blaze jacket,Ocean calm eyes,Short Afro – Indigo,Hellfire Mask,,
533,ZENK 533,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-533.png,,Zen rift,Tan vessel ,Chaos hoodie ,Calm eyes Ocean ,Spiked Shag – Ivory White,Smirk,,
534,ZENK 534,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-534.png,,Temple sand,Earth vessel ,Azure suit,Glowing eyes,Top Knot Flow – Midnight Black,Nosemask 1,Tattoo 1,
535,ZENK 535,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-535.png,,Ancient earth,Azure vessel ,Classic black hoodie,Sharp eyes 2,Short Afro – Black,Sad Mouth ,,
536,ZENK 536,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-536.png,,Ancient earth,Tan vessel ,Amethyst tank,Forest eyes,,Neutral 3,,
537,ZENK 537,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-537.png,,Forest zen,Azure vessel ,Sage Tee,Determined eyes,Sugegasa,Calm,,
538,ZENK 538,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-538.png,,Ancient earth,Shadow vessel 2,Forest Tee,Glowing eyes,Zen Bob – Shadow Black,Smirk,,
539,ZENK 539,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-539.png,,Silent mist,Earth vessel ,Lotus kimono,Forest eyes,Short Afro – Blonde,Neutral,,
540,ZENK 540,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-540.png,,Silver calm,Demon vessel,Orange bomber,Glowing eyes,Purple Camo Beanie,Neutral,,
541,ZENK 541,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-541.png,,Silent mist,Azure vessel ,Classic black hoodie,Midnight eyes,Sugegasa,Neutral 3,,
542,ZENK 542,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-542.png,,Temple sand,Tan vessel ,Azure suit,Sharp eyes 3,Messy Fringe – Teal,Neutral 3,,
543,ZENK 543,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-543.png,,Sakura pink,Tan vessel ,Scout jacket,Focused,Phantom sweep,Neutral,,
544,ZENK 544,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-544.png,,Zen sand,Tan vessel ,Zen garden kimono,Rinnegan,Ascended Spikes – Crimson Pulse,Smirk,,Silver Cross Earrings 
545,ZENK 545,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-545.png,,Ancient earth,Shadow vessel 2,Zenith bomber ,Sharp eyes 4,Top Knot Flow – navy blue,Calm,,
546,ZENK 546,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-546.png,,Sakura pink,Shadow vessel,Shadow shinobi vest,Red eyes,Curly Fade – Brown,Neutral,,Silver Cross Earrings 
547,ZENK 547,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-547.png,,Silent mist,Cosmic vessel ,Azure bomber,Sharp eyes 3,Curly Fade – Platinum,Neutral 2,,
548,ZENK 548,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-548.png,,Temple sand,Shadow vessel,Amethyst Tee,Ocean calm eyes,Spiked Shag – Teal Mist,Sad Mouth ,,
549,ZENK 549,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-549.png,,Abyss night ,Earth vessel ,Midnight Tee,Closed eyes 3,Spiked Shag – Deep Ocean,Wide Evil Smirk,,
550,ZENK 550,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-550.png,,Ancient earth,Tan vessel ,Shadow scout jacket,Determined blue eyes,Curly Fade – ZENKAI Bandana,Smirk,,
551,ZENK 551,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-551.png,,Silent mist,Shadow vessel 2,Arctic fade hoodie ,Red eyes,Curly Top – Chain Bandana,Bear Mouth Mask,,
552,ZENK 552,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-552.png,,Temple sand,Azure vessel ,Basic Tee ,Sharp eyes 4,Spiked Shag – Deep Ocean,Nosemask 1,,
553,ZENK 553,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-553.png,,Abyss night ,Inferno vessel,Scout jacket,Glowing eyes,Ronin Straw Hat,Hellfire Mask,Web tattoo,
554,ZENK 554,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-554.png,,Abyss night ,Tan vessel ,Dark read cloak,Red eyes,Sakura fade,Clown 2,,
555,ZENK 555,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-555.png,,Zen sand,Tan vessel ,Classic button shirt,Calm eyes Ocean ,Spiked Shag – Golden Blonde,Red tongue,,
556,ZENK 556,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-556.png,,Temple sand,Tan vessel ,Lotus kimono,Closed eyes 2,Spiked Shag – Teal Mist,Smiling,,
557,ZENK 557,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-557.png,,Silent mist,Earth vessel ,Amethyst Tee,Neon eyes,Zen Bob – Shadow Black,Wide Evil Smirk,Web tattoo,
558,ZENK 558,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-558.png,,Abyss night ,Bronze vessel ,Bloodstain tank,Sharp eyes 2,Spiked Shag - Rainbow Spectrum,Nosemask 1,Web tattoo,
559,ZENK 559,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-559.png,,Silent mist,Azure vessel ,Crimson core ,Focused,Spiked Shag – Dusty Rose,Neutral 3,,
560,ZENK 560,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-560.png,,Deep blue,Bronze vessel ,Chaos hoodie ,Closed eyes 3,Curly Fade – ZENKAI Headband,Neutral 2,,
561,ZENK 561,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-561.png,,Zen sand,Bronze vessel ,Scarlet button shirt,Sharp eyes 2,Spiked Shag – Inferno Fade,Smiling,,
562,ZENK 562,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-562.png,,Ancient earth,Earth vessel ,Orange bomber with white Tee,Glowing eyes,Top Knot Flow – Neon Pink,Neutral,,Solar Potara Earrings 
563,ZENK 563,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-563.png,,Temple sand,Earth vessel ,Snow petals kimono,Closed eyes ,Gold Splatter Beanie,Neutral,Tattoo 1,
564,ZENK 564,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-564.png,,Zen sand,Tan vessel ,Zenith bomber ,Sharigan eyes,Spiked Shag – Golden Blonde,Tongue out,,
565,ZENK 565,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-565.png,,Midnight black,Azure vessel ,Silver cloak,Closed eyes ,Messy Fringe – Teal,Neutral,,
566,ZENK 566,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-566.png,,Golden calm,Earth vessel ,Rose suit,Focused,Neon fade,Smiling,,
567,ZENK 567,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-567.png,,Forest zen,Zen vessel,Ranger bomber,Sharp eyes 3,Ronin Straw Hat,Neutral 3,,
568,ZENK 568,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-568.png,,Temple sand,Bronze vessel ,Zen garden kimono,Forest eyes,,Smiling,,
569,ZENK 569,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-569.png,,Ancient earth,Zen vessel,Stealth utility jacket,Sharp eyes 2,Top Knot Flow – navy blue,Sad Mouth ,,
570,ZENK 570,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-570.png,,Silver calm,Spirit vessel ,Ocean track jacket ,Ocean calm eyes,Messy Flow – Blonde,Neutral,,
571,ZENK 571,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-571.png,,Ancient earth,Spirit vessel ,Zen suit,Neutral face 1,Black cap,Neutral 2,,
572,ZENK 572,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-572.png,,Silver calm,Earth vessel ,Amethyst Tee,Red eyes,Messy Flow – Blonde,Clown 1,,
573,ZENK 573,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-573.png,,Silver calm,Shadow vessel 2,Scarlet button shirt,Focused,Top Knot Flow – Silver Ash,Neutral 3,,
574,ZENK 574,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-574.png,,Abyss night ,Tan vessel ,Midnight Tee,Forest eyes,Curly Afro – Auburn,Fangs out,,
575,ZENK 575,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-575.png,,Silent mist,Tan vessel ,Forest Tee,Sharp eyes,Messy Flow – Crimson,Smiling,,
576,ZENK 576,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-576.png,,Abyss night ,Spirit vessel ,Bloodstain tank,Neutral face 1,Top Knot Flow – Golden Blonde,Smiling,,
577,ZENK 577,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-577.png,,Zen sand,Earth vessel ,Crimson street hoodie,Calm eyes Ocean ,Top Knot Flow – navy blue,Wide Evil Smirk,,
578,ZENK 578,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-578.png,,Zen sand,Tan vessel ,Classic white Tee,Sharp eyes 2,Short Afro – Black,Smirk,,
579,ZENK 579,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-579.png,,Silent mist,Tan vessel ,Zen suit,Determined blue eyes,Messy Flow – Crimson,Neutral,Web tattoo,
580,ZENK 580,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-580.png,,Iron balance ,Tan vessel ,Zenith bomber ,Forest eyes,Aqua sweep,Neutral,,Silver Cross Earrings 
581,ZENK 581,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-581.png,,Iron balance ,Cosmic vessel ,Sage Tee,Sharp eyes 2,Short Afro – Blonde,Neutral,Black tattoo ,
582,ZENK 582,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-582.png,,Zen rift,Cosmic vessel ,Azure suit,Sharp eyes 4,Spiked Shag – Auburn,Neutral 3,,
583,ZENK 583,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-583.png,,Silver calm,Shadow vessel,Sage Tee,Sharp eyes 2,Sugegasa 2,Bubblegum 2,,
584,ZENK 584,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-584.png,,Silver calm,Shadow vessel 2,Scout jacket,Determined eyes,Top Knot Flow – navy blue,Smiling,Tattoo 1,
585,ZENK 585,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-585.png,,Abyss night ,Demon vessel,Void turtleneck,Sharp eyes 3,Black cap,Pink bubble Gum,,
586,ZENK 586,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-586.png,,Temple sand,Tan vessel ,Ocean Tee,Determined eyes,Zen Bob – Ghost White,Bubblegum 2,,
587,ZENK 587,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-587.png,,Golden calm,Zen vessel,Rose suit,Focused,,Neutral,,
588,ZENK 588,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-588.png,,Ancient earth,Shadow vessel 2,Classic white Tee,Sharp eyes 4,Curly Fade – midnight ,Smirk,,
589,ZENK 589,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-589.png,,Zen sand,Cosmic vessel ,Neon circuit jacket,Focused Ocean eyes,Messy Flow – Crimson,Neutral 3,,Glasses
590,ZENK 590,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-590.png,,Deep blue,Spirit vessel ,Forest bomber,Neon eyes,Messy Flow – Blonde,Smiling,,Hanafuda Earrings 
591,ZENK 591,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-591.png,,Iron balance ,Shadow vessel 2,Rose suit,Focused Ocean eyes,Short Fringe – Caramel,Clown 1,,
592,ZENK 592,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-592.png,,Silent mist,Tan vessel ,Earth Tee,Ocean calm eyes,Curly Fade – Platinum,Neutral,,
593,ZENK 593,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-593.png,,Iron balance ,Bronze vessel ,Classic white Tee,Neutral face 1,Spiked Shag – Dusty Rose,Smirk,,
594,ZENK 594,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-594.png,,Temple sand,Demon vessel,Blaze aura hoodie,Closed eyes 2,Gold Splatter Beanie,Neutral,,
595,ZENK 595,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-595.png,,Temple sand,Earth vessel ,Crimson hoodie,Focused,Gold Splatter Beanie,Smiling,,
596,ZENK 596,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-596.png,,Silver calm,Demon vessel,Amethyst tank,Neutral face 1,Messy Flow – Silver,Neutral 3,,
597,ZENK 597,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-597.png,,Abyss night ,Earth vessel ,Brown kimono,Closed eyes ,Spiked Shag – Teal Mist,Blue Bubble Gum ,,
598,ZENK 598,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-598.png,,Deep blue,Azure vessel ,Zen garden kimono,Determined blue eyes,Top Knot Flow – Neon Violet,Red tongue,Tattoo 1,
